algorithm,dataset,timing,training_time,prediction_time
GRU4RecNegSampling,recsys2015,18157.07525086403,18150.295544862747,6.779706001281738
GRU4RecNegSampling,amazon_games,381.5548071861267,378.59117579460144,2.9636313915252686
GRU4RecNegSampling,amazon_toys_and_games,3485.961814403534,3368.8283867836,117.13342761993408
